學期,學號,取得學分,操行,班排百分比,就學現況,入學身分,入學方式,畢業方式,身心狀況,原住民,新住民,新住民(國籍),入學年,名單中
108-2,10715***,20,88,0.45,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,21,83,0.466666667,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,23,88,0.483333333,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,21,85,0.5,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,25,85,0.516666667,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,21,91,0.533333333,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,94,0.55,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,21,85,0.566666667,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,85,0.583333333,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,21,85,0.6,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,85,0.616666667,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,21,85,0.633333333,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,23,88,0.65,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,20,83,0.666666667,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,95,0.683333333,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,21,85,0.716666667,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10710***,19,89,0.733333333,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,22,90,0.75,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,17,85,0.766666667,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,21,89,0.783333333,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,15,89,0.8,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10710***,16,85,0.816666667,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,9,85,0.833333333,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10710***,16,85,0.85,轉系(科生),一般生,獨招,肄業,正常,無,無,,107,一般生
108-2,10715***,14,89,0.866666667,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,16,83,0.883333333,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,11,93,0.9,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,11,86,0.916666667,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10719***,10,83,0.95,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10719***,7,85,0.966666667,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10715***,25,94,0.01754386,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,22,91,0.035087719,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,18,91,0.052631579,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,87,0.070175439,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,22,88,0.087719298,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,24,89,0.105263158,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,82,0.122807018,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,85,0.140350877,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,23,85,0.157894737,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,18,87,0.175438596,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,23,88,0.192982456,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,85,0.210526316,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,82,0.228070175,轉系(科生),一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,95,0.245614035,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,25,82,0.263157895,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,22,82,0.280701754,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,22,82,0.298245614,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,25,85,0.315789474,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,95,0.333333333,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,25,85,0.368421053,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,82,0.385964912,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,87,0.403508772,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,82,0.421052632,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,82,0.438596491,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,19,85,0.456140351,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,21,95,0.50877193,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,25,85,0.526315789,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,82,0.543859649,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,83,0.561403509,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,82,0.578947368,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,18,82,0.596491228,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,17,82,0.614035088,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10710***,19,82,0.631578947,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,18,82,0.649122807,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,16,84,0.666666667,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,18,91,0.684210526,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,24,91,0.701754386,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,83,0.719298246,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10719***,19,82,0.736842105,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10715***,20,85,0.754385965,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10719***,19,79,0.789473684,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10710***,20,79,0.807017544,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10719***,18,79,0.824561404,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10715***,18,82,0.842105263,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10710***,20,79,0.859649123,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,13,85,0.877192982,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,15,91,0.894736842,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,18,90,0.021276596,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,18,87,0.042553191,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,21,87,0.063829787,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,88,0.085106383,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,20,90,0.106382979,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,20,90,0.127659574,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,17,85,0.14893617,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,87,0.170212766,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,18,91,0.191489362,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,19,87,0.212765957,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10719***,22,87,0.234042553,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10715***,19,92,0.255319149,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,20,95,0.276595745,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,20,95,0.29787234,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,22,87,0.319148936,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,22,93,0.340425532,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,21,86,0.361702128,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,22,95,0.382978723,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,19,89,0.404255319,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,16,86,0.425531915,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,20,94,0.446808511,新生,一般生,繁星入學,一般,正常,無,無,,107,一般生
108-2,10715***,17,89,0.468085106,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,17,87,0.489361702,新生,一般生,繁星入學,一般,正常,無,無,,107,一般生
108-2,10715***,23,95,0.510638298,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,18,95,0.531914894,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,19,88,0.553191489,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,20,95,0.574468085,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,22,86,0.595744681,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,13,92,0.617021277,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10710***,20,84,0.638297872,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10710***,17,85,0.659574468,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,21,82,0.680851064,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,18,91,0.70212766,新生,一般生,技優甄審,一般,正常,無,無,,107,一般生
108-2,10715***,19,92,0.723404255,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10710***,19,90,0.744680851,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,19,82,0.765957447,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10719***,18,85,0.787234043,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
108-2,10710***,17,91,0.808510638,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,17,95,0.829787234,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10710***,21,80,0.872340426,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,14,79,0.893617021,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10715***,14,82,0.914893617,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10715***,14,80,0.936170213,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
108-2,10710***,15,80,0.957446809,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
108-2,10715***,4,80,0.978723404,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10712***,21,90,0.023809524,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,95,0.071428571,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.095238095,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,90,0.119047619,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,23,90,0.142857143,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,18,92,0.166666667,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,88,0.19047619,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,18,87,0.214285714,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,17,87,0.238095238,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.261904762,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.285714286,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.30952381,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.333333333,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,23,86,0.357142857,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.380952381,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,25,89,0.404761905,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.428571429,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.452380952,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,95,0.476190476,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,18,87,0.5,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.523809524,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.547619048,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.571428571,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,20,87,0.595238095,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,91,0.619047619,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.642857143,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,25,87,0.666666667,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,23,86,0.69047619,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,24,89,0.714285714,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,19,91,0.738095238,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,95,0.761904762,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,21,87,0.785714286,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,19,87,0.80952381,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,18,95,0.833333333,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,20,95,0.857142857,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,18,95,0.880952381,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,15,87,0.904761905,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,18,95,0.928571429,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,15,88,0.952380952,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,12,87,0.976190476,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10712***,8,83,1,新生,一般生,申請入學,一般,正常,無,無,,107,一般生
108-2,10811***,24,87,0.017857143,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.035714286,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.053571429,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,24,87,0.071428571,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,90,0.089285714,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10810***,24,90,0.107142857,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10811***,24,87,0.125,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,24,92,0.142857143,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,24,87,0.160714286,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.178571429,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,24,87,0.196428571,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,89,0.214285714,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,19,94,0.232142857,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,24,90,0.25,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.267857143,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.285714286,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.303571429,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.321428571,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,87,0.339285714,新生,一般生,甄選入學,一般,正常,原住民,無,,108,一般生
108-2,10811***,24,87,0.357142857,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,24,87,0.375,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.392857143,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,89,0.410714286,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,90,0.428571429,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.446428571,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,24,87,0.464285714,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,24,91,0.482142857,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.5,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,21,91,0.517857143,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.535714286,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,19,89,0.553571429,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.571428571,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,15,91,0.589285714,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,91,0.607142857,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,19,87,0.625,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10810***,17,87,0.642857143,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10810***,17,87,0.660714286,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10811***,18,89,0.678571429,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,89,0.696428571,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,87,0.714285714,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,19,86,0.75,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,20,87,0.767857143,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,86,0.785714286,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10810***,12,87,0.803571429,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10811***,14,86,0.839285714,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,14,87,0.857142857,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,12,95,0.946428571,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,7,87,0.982142857,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,25,83,0.018181818,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,25,88,0.036363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,93,0.054545455,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,20,88,0.072727273,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,87,0.090909091,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,89,0.109090909,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,84,0.127272727,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,25,90,0.145454545,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,90,0.163636364,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,88,0.181818182,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,21,86,0.2,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,87,0.218181818,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10711***,22,83,0.236363636,復學生,一般生,聯合分發,一般,正常,無,無,,107,一般生
108-2,10811***,20,74,0.254545455,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,20,90,0.272727273,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10815***,22,89,0.290909091,轉系(科生),一般生,技優甄審,一般,正常,無,無,,108,一般生
108-2,10811***,21,80,0.327272727,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,25,87,0.345454545,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,91,0.418181818,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.454545455,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,86,0.472727273,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,25,84,0.490909091,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,84,0.509090909,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,87,0.527272727,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,82,0.545454545,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,90,0.563636364,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,21,81,0.6,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,21,86,0.618181818,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,82,0.636363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,20,92,0.654545455,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,22,87,0.672727273,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,19,87,0.709090909,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,18,74,0.727272727,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,20,77,0.745454545,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,20,87,0.763636364,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,19,87,0.781818182,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10810***,13,85,0.8,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10810***,15,84,0.818181818,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10811***,20,87,0.836363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,18,76,0.854545455,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,18,87,0.872727273,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,15,78,0.927272727,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10810***,4,85,0.945454545,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10816***,24,95,0.021276596,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,94,0.042553191,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,86,0.063829787,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,88,0.085106383,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,88,0.106382979,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,24,84,0.127659574,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,20,91,0.14893617,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,24,87,0.170212766,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,84,0.191489362,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,88,0.212765957,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,24,85,0.234042553,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,24,82,0.255319149,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,24,83,0.276595745,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,24,87,0.29787234,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.319148936,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,24,87,0.340425532,新生,一般生,技優甄審,一般,正常,無,無,,108,一般生
108-2,10816***,25,85,0.361702128,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,85,0.382978723,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,85,0.404255319,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,24,85,0.425531915,新生,一般生,技優甄審,一般,正常,無,無,,108,一般生
108-2,10816***,24,82,0.446808511,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10816***,25,82,0.468085106,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10810***,23,82,0.489361702,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.510638298,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.531914894,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,85,0.553191489,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,22,82,0.574468085,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,22,83,0.617021277,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,82,0.638297872,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.659574468,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,22,85,0.680851064,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,82,0.70212766,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10810***,23,82,0.723404255,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10816***,20,82,0.744680851,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,82,0.765957447,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,23,86,0.787234043,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
